Period_Id,Datum
1990,5909.0
1991,3573.0
1992,4072.0
1993,3974.0
1994,4241.0
1995,4711.0
1996,4724.0
1997,3195.0
1998,3462.0
1999,5307.0
2000,3708.0
2001,3823.0
2002,3661.0
2003,3839.0
2004,3038.0
2005,3414.0
2006,4074.0
2007,4828.0
2008,3265.0
2009,3462.0
2010,1599.0
2011,1209.0
2012,900.0
2013,875.0
2014,448.0
2015,434.0
2016,258.0
