Period_Id,Datum
1990,381.0
1991,1115.0
1992,727.0
1993,481.0
1994,735.0
1995,730.0
1996,476.0
1997,505.0
1998,1039.0
1999,936.0
2000,1036.0
2001,928.0
2002,2244.0
2003,4500.0
2004,5095.0
2005,3667.0
2006,1663.0
2007,1281.0
2008,744.0
2009,778.0
2010,418.0
2011,354.0
2012,844.0
2013,705.0
2014,874.0
2015,562.0
2016,811.0
