Period_Id,Datum
1990,35785.0
1991,27653.0
1992,26866.0
1993,44037.0
1994,41490.0
1995,69444.0
1996,75606.0
1997,51858.0
1998,34108.0
1999,38294.0
2000,23878.0
2001,10482.0
2002,7695.0
2003,6717.0
2004,6897.0
2005,6642.0
2006,3114.0
2007,1356.0
2008,762.0
2009,610.0
2010,692.0
2011,925.0
2012,1235.0
2013,1194.0
2014,1163.0
2015,2307.0
2016,6284.0
