Period_Id,Datum
1990,71670.0
1991,59400.0
1992,41089.0
1993,46859.0
1994,30006.0
1995,18128.0
1996,11914.0
1997,16365.0
1998,43696.0
1999,87620.0
2000,104528.0
2001,108903.0
2002,86757.0
2003,52065.0
2004,28730.0
2005,17050.0
2006,9863.0
2007,8464.0
2008,4891.0
2009,4120.0
2010,1888.0
2011,1233.0
2012,558.0
2013,378.0
2014,241.0
2015,686.0
2016,1191.0
