Period_Id,Datum
1990,99489.0
1991,184156.0
1992,184023.0
1993,129377.0
1994,127218.0
1995,187082.0
1996,135923.0
1997,180898.0
1998,190553.0
1999,66845.0
2000,144432.0
2001,231233.0
2002,204916.0
2003,180956.0
2004,142241.0
2005,121629.0
2006,120096.0
2007,125262.0
2008,79230.0
2009,79347.0
2010,117637.0
2011,64436.0
2012,60179.0
2013,51722.0
2014,40768.0
2015,56648.0
2016,83227.0
