Period_Id,Datum
1997,19.0
1998,19.0
1999,13.0
2000,7.0
2001,11.0
2002,12.0
2003,16.0
2004,10.0
2006,10.0
2008,14.0
2009,11.0
2010,7.0
2011,13.0
2012,1.0
2014,5.0
2015,4.0
2016,2.0
