Period_Id,Datum
1990,1151.0
1991,3273.0
1992,6951.0
1993,5033.0
1994,4445.0
1995,4515.0
1996,5480.0
1997,4712.0
1998,5148.0
1999,3998.0
2000,1879.0
2001,1363.0
2002,1021.0
2003,718.0
2004,1289.0
2005,3541.0
2006,2903.0
2007,1223.0
2008,966.0
2009,262.0
2010,114.0
2011,17.0
2012,8.0
2013,6.0
2014,6.0
2015,8.0
2016,13.0
