Period_Id,Datum
1990,41711.0
1991,57829.0
1992,57560.0
1993,41868.0
1994,22057.0
1995,24178.0
1996,20268.0
1997,32099.0
1998,46765.0
1999,45723.0
2000,53311.0
2001,35824.0
2002,35540.0
2003,31127.0
2004,28955.0
2005,39571.0
2006,31093.0
2007,15382.0
2008,7198.0
2009,7080.0
2010,7198.0
2011,6822.0
2012,5346.0
2013,6214.0
2014,4931.0
2015,5538.0
2016,4854.0
