Period_Id,Datum
1990,3033.0
1991,3317.0
1992,5341.0
1993,8586.0
1994,10411.0
1995,9413.0
1996,6605.0
1997,4014.0
1998,2614.0
1999,1855.0
2000,1486.0
2001,1162.0
2002,1134.0
2003,1084.0
2004,1066.0
2005,1549.0
2006,844.0
2007,845.0
2008,540.0
2009,256.0
2010,150.0
2011,79.0
2012,37.0
2013,26.0
2014,19.0
2015,13.0
2016,5.0
