Period_Id,Datum
1990,266400.0
1991,339118.0
1992,325936.0
1993,314807.0
1994,330323.0
1995,465143.0
1996,445262.0
1997,451479.0
1998,577206.0
1999,384880.0
2000,378486.0
2001,454451.0
2002,434677.0
2003,373491.0
2004,326117.0
2005,291569.0
2006,250941.0
2007,240882.0
2008,170428.0
2009,171683.0
2010,212227.0
2011,141514.0
2012,152391.0
2013,181224.0
2014,203794.0
2015,267252.0
2016,387207.0
