Period_Id,Datum
1990,19680.0
1991,19031.0
1992,24486.0
1993,27475.0
1994,34749.0
1995,46911.0
1996,64012.0
1997,51478.0
1998,73913.0
1999,50037.0
2000,31469.0
2001,15765.0
2002,14276.0
2003,20343.0
2004,14910.0
2005,20142.0
2006,18995.0
2007,14610.0
2008,9748.0
2009,9743.0
2010,13769.0
2011,7143.0
2012,7415.0
2013,7342.0
2014,7401.0
2015,6907.0
2016,5553.0
