Period_Id,Datum
1990,9269.0
1991,5951.0
1992,4539.0
1993,3887.0
1994,2803.0
1995,3364.0
1996,5888.0
1997,2719.0
1998,1182.0
1999,1230.0
2000,753.0
2001,362.0
2002,117.0
2003,85.0
2004,112.0
2005,67.0
2006,49.0
2007,40.0
2008,33.0
2009,20.0
2010,24.0
2011,15.0
2012,21.0
2013,7.0
2014,8.0
2015,9.0
2016,14.0
