Period_Id,Datum
1990,4806.0
1991,25511.0
1992,13457.0
1993,853.0
1994,23140.0
1996,18877.0
1997,5870.0
1998,34771.0
1999,1196.0
2000,16897.0
2001,9837.0
2004,10802.0
2005,21778.0
2006,32739.0
2007,29825.0
2008,36774.0
2009,49535.0
2010,84153.0
2011,32048.0
2012,25928.0
2013,20957.0
2014,17696.0
2015,17583.0
2016,21430.0
