Period_Id,Datum
1990,356.0
1991,377.0
1992,698.0
1993,987.0
1994,1670.0
1995,1808.0
1996,1414.0
1997,816.0
1998,2006.0
1999,3589.0
2000,1233.0
2001,1038.0
2002,1296.0
2003,1529.0
2004,2355.0
2005,3837.0
2006,3525.0
2007,2711.0
2008,1840.0
2009,1643.0
2010,2482.0
2011,1616.0
2012,952.0
2013,579.0
2014,496.0
2015,661.0
2016,755.0
2017,341.0
