Period_Id,Datum
1990,46679.0
1991,42826.0
1992,21416.0
1993,12539.0
1994,16311.0
1995,22501.0
1996,21852.0
1997,22400.0
1998,21815.0
1999,19086.0
2000,29736.0
2001,20006.0
2002,29491.0
2003,31719.0
2004,46655.0
2005,45049.0
2006,37062.0
2007,41749.0
2008,32037.0
2009,35828.0
2010,45155.0
2011,45824.0
2012,52803.0
2013,78643.0
2014,90708.0
2015,136402.0
2016,240613.0
