Period_Id,Datum
1990,560396.0
1991,614431.0
1992,609860.0
1993,483367.0
1994,564406.0
1995,565727.0
1996,455194.0
1997,405051.0
1998,469982.0
1999,609594.0
2000,613241.0
2001,388303.0
2002,348259.0
2003,408886.0
2004,465004.0
2005,606067.0
2006,549469.0
2007,458652.0
2008,315746.0
2009,309316.0
2010,333339.0
2011,267045.0
2012,242756.0
2013,178546.0
2014,143145.0
2015,143162.0
2016,129250.0
