Period_Id,Datum
1990,11071.0
1991,29461.0
1992,18227.0
1993,5814.0
1994,29051.0
1995,6519.0
1996,25023.0
1997,9909.0
1998,40263.0
1999,10113.0
2000,21906.0
2001,14716.0
2002,5011.0
2003,5415.0
2004,16238.0
2005,29039.0
2006,40389.0
2007,37386.0
2008,41905.0
2009,54658.0
2010,88254.0
2011,34915.0
2012,27816.0
2013,22460.0
2014,18683.0
2015,18683.0
2016,22521.0
2017,377.0
